Name,Year of release,Image,title,country origin,Number of Episode,Aired Date,original network,Duration,Content Rating,Rating,Rank,popularity,watcher,Synopsis,Genre,Tags,Cast,watch on,director,Aired On,,,,,
Three Dads One Mom,2008,https://i.mydramalist.com/wJLbnc.jpg?v=1,Three Dads One Mom,South Korea,16,"Apr  2, 2008 - May 22, 2008",KBS2,1 hr 10 min,15+ - Teens 15 or older,7.4,3724,1867,"4,175","Song Na Young and her husband, Jung Sung Min, desperately want a child but her husband is unable to get her pregnant. Her husband's friends decide to help them. But Na Young suddenly loses her husband in an accident and she gives birth to her daughter but does not know which of her husband's friends fathered her child. The father of Na Young's child can either be Han Soo Hyun, Choi Kwang Hee, or Hwang Kyung Tae.","Romance,  Drama,  Family,  Sitcom","Single Mother,   Nice Female Lead,   Death Of A Spouse,   Reverse-Harem,   Death,   Pregnancy  ",Eugene     Song Na Yeong    Main Role        Jo Hyun Jae     Han Soo Hyun    Main Role        Jae Hee     Choi Kwang Hee    Main Role        Shin Sung Rok     Na Hwang Kyung Tae    Main Role        Yoon Sang Hyun     Jung Sung Min    Support Role        Kim Bin Woo     Park Seo Yeon    Support Role,Netflix  Kocowa   Viki  SBS World  ,,"Wednesday, Thursday",,,,,
The Heirs,2013,https://i.mydramalist.com/qWb15f.jpg,The Heirs,South Korea,20,"Oct 9, 2013 - Dec 12, 2013",SBS,60 min,15+ - Teens 15 or older,7.5,3240,7,"1,11,482","Kim Tan is the heir to Empire Group who has been sent to study abroad in the U.S. In reality it's a form of exile, as his elder half-brother back home schemes to take over the family business. While in the States, Kim Tan meets Cha Eun Sang, who arrived from Korea in search of her older sister. He feels himself falling for her, never realizing that she's the daughter of his family's housekeeper. When his fiancée Rachel Yoo arrives to bring him back to Korea, his heart is torn between love and duty.","Comedy, Romance, Youth, Drama","High School, Family Pressure, Love Triangle, School Bullying, Rich Male Lead, Rich Man/Poor Woman, Male Chases Female First, Poor Female Lead, Controlling Parent, Sibling Rivalry","Lee Min Ho, Park Shin Hye, Kim Woo Bin",Netflix Viki SBS World,"Kang Shin Hyo, Boo Sung Chul","Wednesday, Thursday",,,,,
Hellbound,2021,https://i.mydramalist.com/6weyW_4c.jpg?v=1,Hellbound,South Korea,6,"Nov 19, 2021",Netflix,50 min,18+ Restricted (violence & profanity),7.6,2784,746,"11,119","A story about otherworldly beings who appear out of nowhere to issue a decree and condemn individuals to hell. These supernatural events cause great mayhem and enable the religious group The New Truth to grow in influence. A few people, however, become suspicious about its activities and begin investigating its involvement in mysterious events.","Mystery, Horror, Drama, Supernatural","Adapted From A Webtoon, Investigation, Detective, Suspense, Cult, Dark Fantasy, CGI, Broadcasting Station PD, Occult, Propaganda ","Yoo Ah-in, Kim Hyun-joo, Park Jeong-min, Won Jin-ah",Netflix,Yeon Sang-ho,Friday,,,,,
49 Days,2011,https://i.mydramalist.com/96Y2ac.jpg?v=1,49 Days,South Korea,20,"Mar 16, 2011 - May 19, 2011",SBS,1 hr. 10 min.,15+ - Teens 15 or older,8.3,569,162,"33,654","Shin Ji Hyun was enjoying absolute bliss as she was about to marry her fiancé, Kang Min Ho, but her perfect life is shattered when she gets into a car accident that leaves her in a coma. She is given a second chance at life by a person called The Scheduler, but it comes with a condition: she has to find three people outside of her family who would cry genuine tears for her. In order to do this, she borrows the body of Yi Kyung, a part-time employee at a convenience store for 49 days.

(Source: DramaWiki)","Romance,  Drama,  Melodrama,  Supernatural","Grim Reaper,   Body Swap,   Second Chance,   Coma,   Death,   Car Accident,   Naive Female Lead,   Flashback To Past,   Depression,   Tragic Past  (Vote or add tags)","Lee Yo Won     Song Yi Kyung / Shin Ji Min    Main Role        Nam Gyu Ri     Shin Ji Hyun    Main Role        Jung Il Woo     ""Scheduler"" / Song Yi Soo    Main Role        Jo Hyun Jae     Han Kang    Main Role        Bae Soo Bin     Kang Min Ho    Main Role        Seo Ji Hye     Shin In Jung    Main Role",Netflix Subscription (sub)           SBS World Free (sub),"Jo Young Kwang,  Park Yong Soon","Wednesday, Thursday",,,,,
City Hunter,2011,https://i.mydramalist.com/a81mlc.jpg?v=1,City Hunter,South Korea,20,"May 25, 2011 - Jul 28, 2011",SBS,1 hr. 10 min.,15+ - Teens 15 or older,8.4,419,31,"71,480","Lee Yoon Sung is a talented MIT-graduate who works on the international communications team in the Blue House. He plans revenge on five politicians who caused his father's death with his surrogate father Lee Jin Pyo and eventually becomes a ""City Hunter"". 

~~ Adapted from the manga ""City Hunter"" by Tsukasa Hojo.","Action,  Thriller,  Crime","Strong Male Lead,   Hidden Identity,   Revenge,   Corruption,   Vigilante,   Adapted From A Manga,   Strong Female Lead,   Secret,   Smart Male Lead,   Bodyguard  (Vote or add tags)","Lee Min Ho     Lee Yoon Sung / ""Poochai""    Main Role        Park Min Young     Kim Na Na    Main Role        Lee Joon Hyuk     Prosecutor Kim Young Joo    Main Role        Kim Sang Joong     Lee Jin Pyo / Steve Lee    Main Role        Hwang Sun Hee     Jin Se Hee [Yeong Joo's ex-wife - Vet]    Support Role        Kim Mi Sook     Lee Kyung Hee [Yoon Sung's Mom]    Support Role",Viki Subscription            Apple TV Free,"Choi Soo Jin,  Hwang Eun Kyung","Wednesday, Thursday",,,,,
Warrior Baek Dong Soo,2011,https://i.mydramalist.com/anO5Bc.jpg?v=1,Warrior Baek Dong Soo,South Korea,29,"Jul  4, 2011 - Oct 10, 2011",SBS,1 hr. 5 min.,15+ - Teens 15 or older,8.1,986,637,"12,560","Set in the Joseon Dynasty during King Jeongjo's reign, this martial-arts fusion sageuk is centered around the events involving Crown Prince Sado's conspiracy. Warrior Baek Dong Soo was a real-life legend who created a martial arts guide in Joseon. His group who defends King Jeongjo is pitted against a mysterious organization of assassins who plot to kill the King.","Action,  Historical,  Romance,  Martial Arts","Sword-fight,   Skilled Killer,   Bromance,   Joseon Dynasty,   Prince Sado,   Martial Arts School,   Frenemy,   Adapted From A Manhwa,   Swordsman,   Rivalry  (Vote or add tags)",Ji Chang Wook     Baek Dong Soo    Main Role        Yoo Seung Ho     Yeo Woon    Main Role        Yoon So Yi     Hwang Jin Joo    Main Role        Shin Hyun Bin     Yoo Ji Sun    Main Role        Yeo Jin Goo     Baek Dong Soo [Young]    Support Role        Park Gun Woo     Yeo Wun [Young]    Support Role,Viki Free (sub)           SBS World Free (sub)           Kocowa Free (sub),"Kim Hong Seon,  Lee Hyun Jik","Monday, Tuesday",,,,,
The Princess's Man,2011,https://i.mydramalist.com/MX2znc.jpg?v=1,The Princess's Man,South Korea,24,"Jul 20, 2011 - Oct  6, 2011",KBS2,1 hr. 5 min.,15+ - Teens 15 or older,8.5,289,375,"18,505","Princess Se Ryung is the headstrong and forward-thinking daughter of  Grand Prince Su Yang, who is determined to be King. She falls in love with the son of his mortal enemy, and their romance gets caught in the crossfire of her father's quest for the throne.","Action, Historical, Romance, Political","Forbidden Love,   Strong Male Lead,   Power Struggle,   Strong Female Lead,   Family Pressure,   Joseon Dynasty,   Death,   Revenge,   Princess Lead,   Grief  (Vote or add tags)",Park Shi Hoo     Kim Seung Yoo    Main Role        Moon Chae Won     Lee Se Ryung    Main Role        Kim Yeong Cheol     Prince Su Yang    Main Role        Song Jong Ho     Shin Myeon    Main Role        Hong Soo Hyun     Princess Kyung Hye    Main Role        Lee Min Woo     Jeong Jong    Main Role,Viki Free,Jo Jung Joo,"Wednesday, Thursday",,,,,
Tree With Deep Roots,2011,https://i.mydramalist.com/0wgvYc.jpg?v=1,Tree With Deep Roots,South Korea,24,"Oct  5, 2011 - Dec 22, 2011",SBS,1 hr. 9 min.,15+ - Teens 15 or older,8.2,652,947,"8,596","Early in his reign, King Se Jong accidentally causes the death of his in-laws and their slaves in an attempt to save them from his brutal father, King Tae Jong. Two young slaves, Ddol Bok and his friend Dam, survive but neither knows the other has. Ddol Bok blames the king and vows to kill him to avenge the deaths of everyone he loved. He spends several years becoming a great warrior. Dam, who has a photographic memory, becomes a court lady called So Yi, but she feels so guilty about her role in the other slaves' deaths that she is mute.
Ddol Bok returns to the palace under the name of Kang Chae Yoon in order to kill the king. However, he becomes embroiled in the mystery surrounding the deaths of several Hall of Worthies scholars. The deaths were caused by a secret society called ""Hidden Root,"" which was created long ago by followers of Jeong Do Jeon, with the goal of giving more power to ministers and less to the king. King Tae Jong killed Jeong Do Jeon and all of his family except his nephew, Jeong Gi Joon, who is now the leader of Hidden Root and lives in disguise not far from King Se Jong.","Historical,  Mystery,  Political","Forbidden Love,   Strong Male Lead,   Power Struggle,   Strong Female Lead,   Family Pressure,   Joseon Dynasty,   Death,   Revenge,   Princess Lead,   Grief  (Vote or add tags)",Han Seok Kyu     King Se Jong    Main Role        Jang Hyuk     Ddol Bok / Kang Chae Yoon    Main Role        Shin Se Kyung     So Yi / Dam    Main Role        Jo Jin Woong     Moo Hyul    Support Role        Park Hyuk Kwon     Jung In Ji    Support Role        Hyun Woo     Sung Sam Moon    Support Role,Netflix Subscription (sub)           Viki Free (sub)           SBS World Free (sub)           Apple TV Subscription (sub)           Kocowa Subscription (sub),"Jang Tae Yoo,  Shin Kyung Soo","Wednesday, Thursday",,,,,
Queen Insoo,2011,https://i.mydramalist.com/GNRJYc.jpg?v=1,Queen Insoo,South Korea,60,"Dec  3, 2011 - Jun 24, 2012",jTBC,60 min.,15+ - Teens 15 or older,7.6,12829,5005,"1,089","Queen Insu (1437~1504) was the wife of king Deok Jong and a daughter of Hanh Wak, the second state councilor. Since the 2nd year of Sung Jong's reign, she was called Queen Insu. she was evaluated as the best states-woman in Choseon. This drama series depicts the ill-fated relationships of three women and their destinies. During the era of king Dan Jong, the sixth king of the Joseon Dynasty, Prince Soo Yang’s son, Do Won, was married to Han Jung. Unlike other women, Han Jung did not try to hide her ambition for political power. She eventually stood against Queen Jung Hee, her mother-in-law, and set her son on the throne to assume power. But when Deposed Queen Lady Yun appeared, the conflict among the three women reached its climax.
(Source: JTBC)",Historical,"Forbidden Love,   Strong Male Lead,   Power Struggle,   Strong Female Lead,   Family Pressure,   Joseon Dynasty,   Death,   Revenge,   Princess Lead,   Grief  (Vote or add tags)",Ham Eun Jung     Queen In Soo [Young]    Main Role        Chae Shi Ra     Queen In Soo    Main Role        Kim Jin Woo     Yeon San Gun (young)    Support Role        Chae Sang Woo     Dan Jong    Support Role        Baek Sung Hyun      Prince Do Won    Support Role        Yoo Sang Jae     Yoo Ja Kwang    Support Role,Netflix Subscription (sub)           Viki Free (sub)           SBS World Free (sub)           Apple TV Subscription (sub)           Kocowa Subscription (sub),Jung Ha Yeon,"Saturday, Sunday",,,,,
Moon Embracing the Sun,2012,https://i.mydramalist.com/dY3kAc.jpg?v=1,Moon Embracing the Sun,South Korea,20,"Jan  4, 2012 - Mar 15, 2012",MBC,1 hr. 5 min.,15+ - Teens 15 or older,8.4,351,92,"45,323","Thirteen-year-old Heo Yeon Woo, the daughter of a high-ranking official, accompanies her mother to the royal palace to attend her brother, Heo Yeom's civil service examination congratulatory ceremony. By chance, she comes across Crown Prince Lee Hwon. They fall in love and Yeon Woo is chosen as the Crown Princess of Joseon.
Before they can marry, however, the Dowager Queen secretly orders her death, in order to install Yoon Bo Gyeong, the daughter of a family clan, as Crown Princess, thus securing more power for herself. She orders head shaman to cast a spell on Yeon Woo to strike her with an unknown sickness. After dying, Yeon Woo is resurrected from her grave but loses her memories. All believe her to be dead, including the Crown Prince Lee Hwon, who refuses to love another. Eight years later, Yeon Woo returns as a shaman named Wol (meaning moon). Meanwhile, the young king begins to investigate the death of his love after seeing the grown-up Wol. But he is fighting against time because the queen's powerful political clan wants him removed from power.

~~  Adapted from the novel of the same name written by Jung Eun Gwol.","Historical, Mystery, Romance","Lovers Separated,   Amnesia,   Power Struggle,   Hidden Identity,   First Love,   Time Skip,   Black Magic,   Obsession,   Prince Lead,   Joseon Dynasty  (Vote or add tags)",Han Ga In     Heo Yeon Woo / Wol    Main Role        Kim Soo Hyun     Lee Hwon    Main Role        Jung Il Woo     Yang Myung    Main Role        Kim Min Seo     Yoon Bo Kyung    Main Role        Kim Yoo Jung     Heo Yun Woo [Young]    Support Role        Yeo Jin Goo     Lee Hwon [Young]    Support Role,Netflix Subscription (sub)           WeTV Free (sub)           Viki Subscription (sub)           iflix Free            Apple TV Free            Kocowa Free (sub),"Lee Sung Joon,  Kim Do Hoon","Wednesday, Thursday",,,,,
Rooftop Prince,2012,https://i.mydramalist.com/G14gyc.jpg?v=1,Rooftop Prince,South Korea,20,"Mar 21, 2012 - May 24, 2012",SBS,1 hr. 5 min.,15+ - Teens 15 or older,8.2,755,82,"48,595","Crown Prince Yi Gak finds that he has been transported from the Chosun Dynasty to modern-day Seoul. He meets Hong Se Na, who bears a striking resemblance to his dead wife, and is determined to solve the 300-year-old mystery of her death. With his own resemblance to the CEO’s grandson at the company where Se Na works, Gak assumes the identity of the young man to stay close to her. Can the Crown Prince navigate a modern corporation to find clues to his own time period?","Historical, Mystery, Romance","Reincarnation,   Time Travel,   Prince Lead,   Joseon Dynasty,   Long Lost Mother,   Lying Female Lead,   Mean Sister,   Flashback To Past,   Star Crossed Lovers,   Fated Love  (Vote or add tags)",Park Yoo Chun     Lee Kak / Yong Tae Yong    Main Role        Han Ji Min     Park Ha / Boo Yong    Main Role        Jung Yoo Mi     Hong Se Na / Hwa Yong    Main Role        Lee Tae Sung     Yong Tae Mu / Prince Moo Chan    Main Role        Lee Tae Ri     Song Man Bo    Main Role        Choi  Woo Shik     Do Chi San    Main Role,Netflix Subscription (sub)           Viki Free (sub)           SBS World Free (sub)           Apple TV Free            Kocowa Subscription (sub),Lee Hee Myung,"Wednesday, Thursday",,,,,
King2Hearts,2012,https://i.mydramalist.com/b3nWEc.jpg?v=1,King2Hearts,South Korea,20,"Mar 21, 2012 - May 24, 2012",MBC,1 hr. 5 min.,15+ - Teens 15 or older,8.3,641,142,"35,956","Kim Hang Ah is a legendary top female instructor working for North Korea’s elite special forces unit. With stamina, training tactics, and strength in all areas, she is the perfect female soldier; however, she has never fallen in love. Pure and candid, Kim Hang Ah’s goal is to fall in love and get married.

Lee Jae Ha is the prince of South Korea’s monarchy. His personality reflects his royal position, with refined humor and a handsome face; however, he has little interest in pursuing politics. Though he seems perfect on the outside, Lee Jae Ha is actually very materialistic and blunt about his own desires.

One day, calamity strikes the South Korean royal family, and Lee Jae Ha finds himself on the throne in the midst of negotiations between North and South Korea for ending the war. As part of the negotiation process, he and Kim Hang Ah find themselves betrothed to each other. Can these two learn to settle their differences for the sake of Korea?","Thriller, Fantasy","Royalty,   Strong Female Lead,   Reunification Of Korea,   Hate To Love,   Badass Female Lead,   Alternate Reality,   Hardworking Female Lead,   Death,   Power Struggle,   Enemies To Lovers  (Vote or add tags)",Lee Seung Gi     Prince Lee Jae Ha    Main Role        Ha Ji Won     Kim Hang Ah    Main Role        Jo Jung Suk     Eun Shi Kyung    Main Role        Yoon Je Moon     John Mayer / Kim Bong Goo    Main Role        Lee Yoon Ji     Princess Lee Jae Shin    Main Role        Choi Kwon     Kwon Yeong Bae     Support Role,Netflix Subscription (sub)           Viki Subscription (sub)           Kocowa Free (sub),"Jeong Dae Yun,  Lee Jae Gyoo","Wednesday, Thursday",,,,,
Queen In Hyun's Man,2012,https://i.mydramalist.com/9oVZEc.jpg?v=1,Queen In Hyun's Man,South Korea,16,"Apr 18, 2012 - Jun  7, 2012",tvN,45 min.,15+ - Teens 15 or older,8.5,309,109,"42,176","Kim Boong Do is a scholar who had supported the reinstatement of Queen In Hyun when Jang heebin's schemes resulted in her being deposed and replaced as King Sukjong's queen consort. He travels 300 years into the future of modern Seoul and meets Choi Hee Jin, a no-name actress who is expecting a career renaissance through her role as Queen In Hyun in a TV drama.","Historical,  Comedy,  Romance,  Supernatural","Japanese Colonial Rule,   Hidden Identity,   Revenge,   Rebellion,   Murder,   Love Triangle,   Adapted From A Manhwa,   Investigation,   Drama,   Sword-fight  (Vote or add tags)",Ji Hyun Woo     Kim Bung Do    Main Role        Yoo In Na     Choi Hee Jin    Main Role        Kim Jin Woo     Han Dong Min     Main Role        Ga Deuk Hee     Jo Soo Kyung     Main Role        Seo Woo Jin     King Suk Jong    Support Role        Kim Won Hae     Officer Hong    Support Role,Prime Video Subscription (sub)           AsianCrush Free (sub),Song Jae Jung,"Wednesday, Thursday",,,,,
The Bridal Mask,2012,https://i.mydramalist.com/r5kLy_4c.jpg?v=1,The Bridal Mask,South Korea,28,"May 30, 2012 - Sep  6, 2012",KBS2,1 hr. 5 min.,15+ - Teens 15 or older,8.6,146,234,"25,643","Lee Kang To is an ambitious and callous Korean officer employed by the Japanese colonists. Despite his mother's disapproval of his work and his own brother's antagonistic history with the Japanese, Kang To continues to play by the colonist's rules in hopes of becoming successful and bringing his family out of poverty. However, a mysterious figure wearing a traditional Bridal Mask always seems to get in Kang To's way. The Bridal Mask appears as a Zorro-like figure who protects the people from the Japanese colonists' oppression and abuse of power. An unexpected turn events brings Kang To to cross paths with the mysterious Bridal Mask, changing his future and the nation's history forever. 

(Source: IMDb)

~~ Adapted from the manhwa ""Bridal Mask"" (각시탈) by Heo Young Man (허영만).","Crime, Thriller, Suspense","Time Travel,   Goryeo Dynasty,   Doctor,   Bodyguard,   Power Struggle,   Older Woman/Younger Man,   Skilled Killer,   Strong Male Lead,   Elemental Power,   Sword-fight  (Vote or add tags)",Joo Won     Lee Kang To / Sato Hiroshi / Lee Young    Main Role        Jin Se Yeon     Oh Mok Dan / Boon Yi / Esther    Main Role        Park Ki Woong     Kimura Shunji    Main Role        Han Chae Ah     Ueno Rie / RaRa / Chae Hong Joo     Main Role        Shin Hyun Joon     Lee Kang San / Lee In    Support Role        Chun Ho Jin     Kimura Taro [Chief of police]    Support Role,Netflix Subscription (sub)           Viki Free (sub),"Yoon Sung Shik,  Cha Young Hoon","Wednesday, Thursday",,,,,
Faith,2012,https://i.mydramalist.com/O8vyxc.jpg?v=1,Faith,South Korea,24,"Aug 13, 2012 - Oct 30, 2012",SBS,1 hr. 3 min.,15+ - Teens 15 or older,8.1,1017,121,"39,656","A 21st-century plastic surgeon Eun Soo gets kidnapped and brought 700 years in the past for her healing powers. Goryeo era bodyguard to the king General Choi Yeong is smart but a little naive, he almost never smiles. He faces conflicts with the female doctor Eun Soo, but soon feels attracted to her.","Historical, Romance, Medical, Supernatural","Ghost,   Amnesia,   Interspecies Romance,   Joseon Dynasty,   Strong Female Lead,   Nice Male Lead,   Stubborn Female Lead,   Missing Mother,   Brave Main Lead,   Cold Male Lead  (Vote or add tags)",Kim Hee Sun     Dr. Yoo Eun Soo    Main Role        Lee Min Ho     General Choi Yeong    Main Role        Ryu Deok Hwan     King Gong Min    Main Role        Park Se Young     Princess Noh Goog / Queen In Deok    Main Role        Yoo Oh Sung     Gi Chul    Main Role        Hwang Woo Yun     Ja Woon    Support Role,Viki Free (sub)           Apple TV Subscription            Kocowa Subscription (sub),"Kim Jong Hak,  Shin Yong Hwi","Monday, Tuesday",,,,,
Arang and the Magistrate,2012,https://i.mydramalist.com/GPR38c.jpg?v=1,Arang and the Magistrate,South Korea,20,"Aug 15, 2012 - Oct 18, 2012",MBC,1 hr. 5 min.,13+ - Teens 13 or older,7.9,1481,245,"24,922","Arang and the Magistrate tells the story of a cynical and not so friendly government official named Eun Oh who wanders the whole nation to look for his mother who disappeared because of his mistake. Eun Oh has the ability of seeing ghosts, so he's used to be bothered by many kind of ghosts. As a result he isn’t afraid of ghosts anymore.

Then Eun On meets a virgin ghost named Arang. Before she became a ghost, Arang was a beautiful girl who was murdered. Arang asks Eun Oh to seek vengeance for her death and Eun Oh tries to appease her request."," Historical, Comedy, Romance, Supernatural","Interspecies Romance,   Nine-tailed Fox,   Strong Female Lead,   Swordswoman,   Superhuman Strength,   Revenge,   Cross-Dressing,   Badass Female Lead,   Strong Female Characters,   Eccentric Male Lead  (Vote or add tags)",Lee Joon Gi     Kim Eun Oh    Main Role        Shin Min Ah     Ah Rang / Lee Seo Rim    Main Role        Yeon Woo Jin     Joo Wal    Main Role        Kwon Oh Jung     Dol Soe    Main Role        Hwang Bo Ra     Bang Wool    Main Role        Han Jung Soo     Moo Young    Main Role,Kocowa Subscription            Netflix Subscription (sub)           Viki Subscription (sub),Jung Yoon Jung,"Wednesday, Thursday",,,,,
"That Winter, The Wind Blows",2013,https://i.mydramalist.com/Bdgzqc.jpg?v=1,"That Winter, The Wind Blows",South Korea,16,"Feb 13, 2013 - Apr  4, 2013",SBS,1 hr. 5 min.,15+ - Teens 15 or older,8,1300,192,"30,385","Abandoned by his mother as a child and raised by the Park's family, Oh Soo is a notorious gambler in the neighborhood of Cheongdam. After the death of his first love, he is left heartbroken and cold, not caring about anybody else. Soo is then thrown into prison following the unexpected death of his friend who shares his name.

A year later, Soo meets lawyer Jang Sung, who came looking for the deceased Oh Soo, the heir of PL Group. When he is given 3 months to pay or die, Soo uses this opportunity to con the last remaining heir of the PL Group, Oh Young, to pay his debt. While pretending to be the deceased brother who was separated from his sister after their parents' divorce, Soo starts falling in love with the blind Oh Young.

(Source: MyDramaList)","Romance,  Crime,  Melodrama","Political Intrigue,   Betrayal,   Hidden Identity,   Misunderstanding,   Cross-Dressing,   Gender Bender,   Goguryeo Dynasty,   Secret,   Heartbreak,   Revenge  (Vote or add tags)",Jo In Sung     Oh Soo    Main Role        Song Hye Kyo     Oh Young    Main Role        Kim Bum     Park Jin Sung    Main Role        Jung Eun Ji     Moon Hee Sun    Main Role        Kim Tae Woo     Jo Moo Chul [Gangster]    Support Role        Kim Young Hoon     Lee Myung Ho [Young's fiance]    Support Role,Netflix Subscription (sub)           Viki Free (sub)           Tubi Free (sub)           Apple TV Free (sub),Noh Hee Kyung,"Wednesday, Thursday",,,,,
Jang Ok Jung,2013,https://i.mydramalist.com/r5YL2_4c.jpg?v=1,Jang Ok Jung,South Korea,24,"Apr  8, 2013 - Jun 25, 2013",SBS,1 hr. 5 min.,Not Yet Rated,7.8,2088,1064,"7,576","This drama tells the story of Jang Hee Bin, one of the most famous royal concubines in the Joseon Dynasty who was behind the deposition of King Sook Jong’s wife, Queen In Hyun. However, unlike the countless dramas and movies about this famous villain, this drama will tell the story of Jang Ok Jung before she became concubine Jang Hee Bin and focus on her role as a fashion designer and cosmetic maker in the Joseon era.","Historical, Romance","Ghost,   Eccentric Female Lead,   Rich Male Lead,   Arrogant Male Lead,   Clingy Female Lead,   Successful Male Lead,   Obsession,   Tragic Past,   Trauma,   Secondary Couple  (Vote or add tags)",Yoo Ah In     King Suk Jong    Main Role        Kim Tae Hee     Jang Ok Jung     Main Role        Hong Soo Hyun     Queen In Hyun    Main Role        Lee Sang Yeob     Prince Dong Pyung    Support Role        Jae Hee     Hyun Chi Soo    Support Role        Sung Dong Il     Jang Hyun [Ok Jung's uncle]    Support Role,Viki Free (sub)           SBS World Free (sub),"Historical,  Romance","Monday, Tuesday",,,,,
Gu Family Book,2013,https://i.mydramalist.com/doREzc.jpg?v=1,Gu Family Book,South Korea,24,"Apr  8, 2013 - Jun 25, 2013",MBC,1 hr. 5 min.,15+ - Teens 15 or older,8.3,491,138,"36,859","Choi Kang Chi is a half-human and half-mythical-creature who was adopted by the lord of the Hundred Years Inn. He was the son of Gu Wol Ryung, the guardian spirit of Jiri Mountain, and the human Yoon Seo Hwa.

Dam Yeo Wool is a martial arts master and daughter of the leader of a secret organization protecting the region. She was sent to the Hundred Years Inn to observe and protect its lord.

They met at the Hundred Years Inn, the most popular inn in the region, and fell in love with each other despite Choi Kang Chi being a half-human. When their world turned into chaos, it is up to Choi Kang Chi to put it back into order; and up to Dam Yeo Wool to ensure that Choi Kang Chi's half-mythical-creature side does not get the best of him.
(Source: Snoworld at MyDramaList)"," Historical, Romance, Martial Arts, Supernatural","Stolen Identity,   Swordswoman,   Strong Woman,   Sword-fight,   Father-Daughter Relationship,   Sibling,   Identity Swap,   Baekje Dynasty,   Prince Lead  (Vote or add tags)",Lee Seung Gi     Choi Kang Chi    Main Role        Bae Suzy     Dam Yeo Wool    Main Role        Lee Sung Jae     Jo Gwan Woong    Support Role        Yoo Yeon Seok     Park Tae Seo    Support Role        Lee Yoo Bi     Park Chung Jo    Support Role        Sung Joon     Gon Yi    Support Role,Netflix Subscription (sub)           Viki Subscription (sub)           Apple TV Subscription (sub)           Kocowa Subscription (sub),"Shin Woo Cheol,  Kim Jung Hyun","Monday, Tuesday",,,,,
Sword and Flower,2013,https://i.mydramalist.com/Kpkj8c.jpg?v=1,Sword and Flower,South Korea,20,"Jul  3, 2013 - Sep  5, 2013",KBS2,1 hr. 4 min.,Not Yet Rated,6.8,5175,2527,"2,907","Knife and Flower, an action/spy/romance drama, is set in the Koguryo period. It is about how Moo Seol, the daughter of King Young Ryu, falls in love with Yeon Choong, the child Yeon Gaesomun had with a concubine. But Moo Young debates whether she should have her revenge, as Yeon Gaesomun is the man who killed her father.

Yeon Choong, was born between a father of noble blood and a servant mother. Despite his talent, he finds he cannot rise higher in rank due to the fact that he is a concubine′s son. He is later ordered by his father to kill the person he loves, he defies his father’s orders to murder the daughter and travels between his love for his prey and his fealty towards his father.","Action, Historical, Romance, Drama","Smart Female Lead,   Strong Female Lead,   Power Struggle,   Possessive Male Lead,   Love Triangle,   Female Warrior,   Empress,   Yuan Dynasty,   Revenge,   Cross-Dressing  (Vote or add tags)",Uhm Tae Woong     Yeon Choong    Main Role        Kim Ok Bin     Princess So Hee / So Moo Young    Main Role        Choi Min Soo     General Yeon Gaesomun    Main Role        Kim  Sang Ho     So Sa Bun    Main Role        Lee Won Jong     Tang Po [Instructor]    Support Role        Gu Won     Ho Tae    Support Role,Netflix Subscription (sub)           Viki Subscription (sub)           Apple TV Subscription (sub)           Kocowa Subscription (sub),Kwon Min Soo,"Wednesday, Thursday",,,,,
The Master's Sun,2013,https://i.mydramalist.com/rNRymc.jpg?v=1,The Master's Sun,South Korea,17,"Aug  7, 2013 - Oct  3, 2013",SBS,1 hr. 2 min.,15+ - Teens 15 or older,8.6,200,37,"68,271","Joo Joong Won is the stingy and greedy CEO of Kingdom, a conglomerate that includes a major department store and hotel. He meets the gloomy Tae Gong Shil, who started seeing ghosts after an accident. Their lives take a new turn as they work together to deal with the terror and sadness brought about by the spirits, while delving into a kidnapping incident in Joong Won's past. And unknowingly, they fell in love with each other.","Horror, Comedy, Romance, Supernatural","Revolution,   Biographical,   Corruption,   Goryeo Dynasty,   Joseon Dynasty  (Vote or add tags)","Gong Hyo Jin     Tae Gong Shil ""Tae Yang""    Main Role        So Ji Sub     Joo Joong Won / ""Joo Goon""    Main Role        Seo In Guk     Kang Woo    Main Role        Kim Yoo Ri     Tae Yi Ryung    Main Role        Choi Jung Woo     Kim Gwi Do [Joong Won's secretary]    Support Role        Kim  Mi Kyung     Joo Seong Ran [Joong Won's aunt]    Support Role",Netflix Subscription (sub)           WeTV Free (sub)           Viki Free (sub)           SBS World Free (sub)           Apple TV Free            Kocowa Free (sub),Jin Hyeok,"Wednesday, Thursday",,,,,
